Ref.;Descripción;Subtotal;IGV;category;precio;categoria padre
1858;Mayonesa ALACENA Sachet 50g;1.69;18;Cremas y Condimentos;2;Abarrotes
1860;Gaseosa CONCORDIA Sabor Naranja Botella 3L;6.36;18;Gaseosas;7.5;Bebidas
1862;Galletas CASINO con Crema Sabor Pie de Limón Paquete 43g;0.85;18;Galletas;1;Dulcería
1864;Comida para Perro RICOCAN Adultos Raza Pequeña a GRANEL Bolsa 500 g;3.9;18;Alimento Seco para Perros;4.6;Mascotas
1865;Comida para Perro RICOCAN Cachorros Trocitos Sabor Cordero Doypack 100g;1.69;18;Alimento Húmedo para Perros;2;Mascotas
1866;Comida para Perro RICOCAN Adultos Trocitos Sabor Cordero Doypack 100g;1.69;18;Alimento Húmedo para Perros;2;Mascotas
1867;Comida para Perro RICOCAN Adultos Trocitos Sabor Carne Doypack 100g;1.69;18;Alimento Húmedo para Perros;2;Mascotas
1868;Mentholatum Ungüento Tópico 5g;0.85;18;Salud;1;Cuidado Personal
1869;Hot Dog RAZZETO paquete 470g;12.12;18;Embutidos;14.3;Quesos y Embutidos
1870;Goma de Mascar TRIDENT EVUP Mora Paquete 30.6g 18un;3.22;18;Gomas de Mascar;3.8;Dulcería
1871;Galletas FIELD Vainilla Familiar Paquete 148 g;2.12;18;Galletas;2.5;Dulcería
1873;Queso Edam LAIVE Tajada Fina Paquete 90g;4.49;18;Quesos;5.3;Quesos y Embutidos
1874;Guantes VIRUTEX Corrugado Talla M;7.2;18;Guantes y Escobillas;8.5;Limpieza
1875;Papel Toalla ELITE Triple Absorción Rollo 1un;2.54;18;Papel Toalla;3;Limpieza
1878;Chicle BOOGIE Surtido 10un Caja 13.6g;0.42;18;Gomas de Mascar;0.5;Dulcería
1879;Gaseosa FANTA Manzana Botella 500ml;2.12;18;Gaseosas;2.5;Bebidas
1880;Agua Mineral SAN MATEO Sin Gas Bidón 7L;9.32;18;Agua Mineral;11;Bebidas
1882;Quitamanchas CLOROX Colores Vivos Botella 835ml;4.92;18;Quitamanchas;5.8;Cuidado de Ropa
1883;Mantequilla GLORIA sin Sal Barra 180g;10.59;18;Mantequilla y Margarina;12.5;Lácteos y Huevos
1884;Bebida Energizante VOLT Gamer Lata 473ml;3.81;18;Energizantes;4.5;Bebidas
1885;Detergente en polvo PATITO Limón Bolsa 1kg;5.08;18;Detergentes;6;Cuidado de Ropa
1886;King Kong BRUNING Sabor a Piña por unidad;1.27;18;Pasteles;1.5;Panadería y Pastelería
1888;Crema de Ají ALACENA Tarí Sachet 8g;0.34;18;Cremas y Condimentos;0.4;Abarrotes
1889;Gelatina UMSHA Uva Bolsa 120g;2.71;18;Gelatinas;3.2;Repostería
1890;Suavizante BOLIVAR Plus Lavanda Frasco 800ml;6.78;18;Suavizantes;8;Cuidado de Ropa
1891;Bombones BON O BON Frutilla Fresa por unidad 15g;0.85;18;Chocolatería;1;Dulcería
1893;Ajo Molido Bolsa 45g;0.42;18;Cremas y Condimentos;0.5;Abarrotes
1894;Rocoto Rojo Molido por unidad;0.85;18;Cremas y Condimentos;1;Abarrotes
1895;Rocoto Amarillo Molido por unidad;0.85;18;Cremas y Condimentos;1;Abarrotes
1896;Rocoto Verde Molido por unidad;0.85;18;Cremas y Condimentos;1;Abarrotes
1897;Ají Escabeche Molido Bolsa 45g;0.42;18;Cremas y Condimentos;0.5;Abarrotes
1899;Mango HADEN por Kg;3.81;18;Frutas;4.5;Frutas y Verduras
1900;Pimentón MORRÓN por Kg;2.54;18;Verduras;3;Frutas y Verduras
1902;Rocoto ROJO Entero por Un;0.85;18;Verduras;1;Frutas y Verduras
1904;Ají Limo por Kg;7.63;18;Verduras;9;Frutas y Verduras
1905;Aceituna NEGRA por Kg;22.03;18;Verduras;26;Frutas y Verduras
1906;Bebida Energizante VOLT Dark Botella 300ml;2.12;18;Energizantes;2.5;Bebidas
1907;Bebida CIFRUT Citrus Punch Botella 3L;5.59;18;Otras Bebidas;6.6;Bebidas
1908;Filete de Atún D'GUSSTO en Aceite de Girasol Lata 170g;4.66;18;Conservas;5.5;Abarrotes
1911;Shampoo SEDAL Duo 2 en 1 Sachet 40ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
1912;Arroz Añejo DOÑA DELIA a GRANEL Bolsa 500 g;2.12;18;Arroz;2.5;Abarrotes
1913;Gaseosa FANTA Naranja Botella 1L - RETORNABLE;3.39;18;Gaseosas;4;Bebidas
1916;Comida para Perros REX Adultos Deli Twist Bolsa 16g;0.85;18;Alimento Seco para Perros;1;Mascotas
1917;Jabón de Tocador DOVE Original 90g;3.73;18;Jabones en Barra;4.4;Cuidado Personal
1918;Panetón WINTER'S Bolsa 900g;21.1;18;Panetones;24.9;Panadería y Pastelería
1920;Jamon Pizzero RAZZETO Paquete 90gr;2.54;18;Embutidos;3;Quesos y Embutidos
1921;Aceite Vegetal CIL Botella 500ml;4.24;18;Aceites;5;Abarrotes
1924;Cartulina Escolar Negra por Unidad;0.85;18;Papelería;1;Librería y Oficina
1925;Chocolate NESTLE Princesa Fresa Unidad 30g;2.29;18;Chocolatería;2.7;Dulcería
1926;Cinta Masking Tape PEGAFAN 24mm x 18m por Unidad;2.12;18;Adhesivos y Cintas;2.5;Librería y Oficina
1928;Avena 3 OSITOS Clásica Bolsa 500g;5;18;Avenas;5.9;Desayunos
1930;Galletas COSTA Wenazas Bolsa 50.4g;1.27;18;Galletas;1.5;Dulcería
1931;Lavavajilla Pasta AYUDÍN Limón y Sábila Pote 750g;6.69;18;Lavavajillas;7.9;Limpieza
1932;Pasta Dental COLGATE Triple Acción Tubo 50ml;3.64;18;Cuidado Bucal;4.3;Cuidado Personal
1933;Pan de Molde PYC Integral Familiar Bolsa 500g;6.19;18;Panes Envasados;7.3;Panadería y Pastelería
1935;Vino TACAMA De La Viña Rosé Semiseco Botella 750ml;15.25;18;Vinos;18;Licores
1936;Vino TACAMA De La Viña Tinto Semiseco Botella 750ml;15.25;18;Vinos;18;Licores
1937;Bombones BON O BON Chocolinas por unidad 15g;0.85;18;Chocolatería;1;Dulcería
1938;Bombones BON O BON Blanco por unidad 15g;0.85;18;Chocolatería;1;Dulcería
1939;Foco EcoHome PHILIPS 13W Luz Fría por unidad;5.93;18;Focos;7;Hogar y Ferretería
1940;Foco EcoHome PHILIPS 13W Luz Cálida por unidad;5.93;18;Focos;7;Hogar y Ferretería
1942;Helado Frio Rico D'ONOFRIO Crema de Licor Cono 120ml;4.24;18;Helados;5;Congelados
1943;Piqueos TOR-TEES Clásico Bolsaza Bolsa 138g;3.14;18;Piqueos Mixtos;3.7;Snacks
1944;Sopa Instantánea con Fideos AJINOMEN Sabor Gallina Criolla Bolsa 80Gr;1.69;18;Comida Instantánea;2;Abarrotes
1945;Aceite Vegetal CAPRI Botella 900ml;7.63;18;Aceites;9;Abarrotes
1946;Lavavajilla Pasta SAPOLIO Limón Pote 1kg;5.93;18;Lavavajillas;7;Limpieza
1950;Gaseosa CONCORDIA Sabor Piña Botella 1L;2.97;18;Gaseosas;3.5;Bebidas
1951;Gaseosa CONCORDIA Sabor Fresa Botella 1L;2.97;18;Gaseosas;3.5;Bebidas
1952;Néctar FRUGOS DEL VALLE Sabor a Mango Caja 235ml;1.36;18;Jugos y Néctares;1.6;Bebidas
1953;Grated de Atún GLORIA en Aceite Vegetal Lata 140g;3.47;18;Conservas;4.1;Abarrotes
1955;Bebida GLORIA Durazno Caja 500ml;2.12;18;Jugos y Néctares;2.5;Bebidas
1956;Vodka MIKE'S Hard Blueberry Lemonade Lata 355ml;5.51;18;Licores Preparados;6.5;Licores
1957;Trozos de Atún PRIMOR en Aceite Vegetal Lata 140g;4.92;18;Conservas;5.8;Abarrotes
1958;Crema de Ají ALACENA Tarí Doypack 400g;11.44;18;Cremas y Condimentos;13.5;Abarrotes
1959;Ketchup ALACENA Doypack 380g;7.54;18;Cremas y Condimentos;8.9;Abarrotes
1960;Cerveza PILSEN Trujillo 6 Pack Lata 473ml;24.92;18;Con Alcohol;29.4;Cervezas
1961;Cerveza PILSEN Trujillo Lata 473ml;4.24;18;Con Alcohol;5;Cervezas
1965;Gaseosa COCA COLA Sin Azúcar Botella 1.5L;6.36;18;Gaseosas;7.5;Bebidas
1966;Gaseosa INCA KOLA Sin Azúcar Botella 1.5L;6.36;18;Gaseosas;7.5;Bebidas
1967;Camotes Fritos INKA CHIPS con Sal de Mar Bolsa 130g;5.51;18;Camotes y Chifles;6.5;Snacks
1969;Comida para Gato RICOCAT Adultos Trocitos Sabor Pescado Doypack 85g;1.69;18;Alimento Húmedo para Gatos;2;Mascotas
1970;Bebida CIFRUT Green Punch Botella 500 ml;1.27;18;Otras Bebidas;1.5;Bebidas
1971;Filete de Bonito GISSELA en Aceite Vegetal Lata 140g;3.81;18;Conservas;4.5;Abarrotes
1973;Fideos DON VITTORIO Codo Chico Bolsa 225g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
1974;Fideos DON VITTORIO Linguini Grosso Bolsa 950g;5.93;18;Fideos, Pastas y Salsas;7;Abarrotes
1975;Bebida Rehidratante GATORLIT Recover Fresa Kiwi Botella 591ml;4.24;18;Rehidratantes;5;Bebidas
1976;Bebida Rehidratante GATORLIT Recover Naranja Botella 591ml;4.24;18;Rehidratantes;5;Bebidas
1978;Té Verde FREE TEA Sabor Limón Botella 500ml;1.95;18;Otras Bebidas;2.3;Bebidas
1979;Pasta Dental COLGATE Triple Acción Tubo 22ml;2.37;18;Cuidado Bucal;2.8;Cuidado Personal
1980;Fideos DON VITTORIO Spaghetti Bolsa 950g;5.93;18;Fideos, Pastas y Salsas;7;Abarrotes
1981;Bebida Rehidratante DILYTE Manzana Botella 650ml;2.97;18;Rehidratantes;3.5;Bebidas
1982;Bebida Rehidratante DILYTE Fresa Kiwi Botella 650ml;2.97;18;Rehidratantes;3.5;Bebidas
1983;Bebida Rehidratante DILYTE Blueberry Botella 650ml;2.97;18;Rehidratantes;3.5;Bebidas
1984;Suavizante BOLIVAR Aroma Activo Revive Color Sachet 80ml;0.85;18;Suavizantes;1;Cuidado de Ropa
1985;Suavizante BOLIVAR Aroma Activo Frasco 800ml;6.78;18;Suavizantes;8;Cuidado de Ropa
1987;Goma de Mascar TRIDENT SPLASH Menta y Vainilla Paquete 17.1g;2.54;18;Gomas de Mascar;3;Dulcería
2024;Insecticida GALLO Espirales por 5un;2.12;18;Insecticidas;2.5;Limpieza
2025;Comida para Perro RICOCAN Cachorros Trocitos Sabor Pollo Doypack 100g;1.69;18;Alimento Húmedo para Perros;2;Mascotas
2026;Comida para Perro RICOCAN Adultos Trocitos Sabor Pollo Doypack 100g;1.69;18;Alimento Húmedo para Perros;2;Mascotas
2027;Avena GRANO DE ORO Bolsa 370g;2.54;18;Avenas;3;Desayunos
2028;Comida para Gato RICOCAT Adultos Trocitos Sabor Pollo Doypack 85g;1.69;18;Alimento Húmedo para Gatos;2;Mascotas
2029;Bebida Rehidratante GATORLIT Recover Uva Botella 591ml;4.24;18;Rehidratantes;5;Bebidas
2030;Gaseosa SEVEN UP Lima Limón Botella 355ml;1.02;18;Gaseosas;1.2;Bebidas
2031;Papel Toalla NOVA Ultra Absorvente 1un;2.29;18;Papel Toalla;2.7;Limpieza
2032;Lavavajilla Pasta AYUDÍN Limón y Sábila Pote 170g;2.37;18;Lavavajillas;2.8;Limpieza
2033;Lavavajilla Pasta AYUDÍN Limón y Sábila Pote 300g;3.64;18;Lavavajillas;4.3;Limpieza
2034;Lavavajilla Pasta AYUDÍN Limón y Sábila Pote 520g;5.42;18;Lavavajillas;6.4;Limpieza
2035;Limpiatodo Antibacterial SAPOLIO Lavanda Botella 900ml;2.8;18;Limpiadores Multiusos;3.3;Limpieza
2036;Limpiatodo Antibacterial SAPOLIO Manzana Botella 900ml;2.8;18;Limpiadores Multiusos;3.3;Limpieza
2037;Limpiatodo Antibacterial SAPOLIO Rosas Botella 900ml;2.8;18;Limpiadores Multiusos;3.3;Limpieza
2039;Limpiatodo Antibacterial SAPOLIO Limón Botella 900ml;2.8;18;Limpiadores Multiusos;3.3;Limpieza
2040;Limpiatodo Antibacterial SAPOLIO Bebé Botella 900ml;2.71;18;Limpiadores Multiusos;3.2;Limpieza
2041;Suavizante SUAVITEL Complete Fresca Primavera Doypack 800ml;9.75;18;Suavizantes;11.5;Cuidado de Ropa
2042;Bebida Energizante MONSTER Energy Pipeline Punch Lata 473ml;7.2;18;Energizantes;8.5;Bebidas
2043;Pilas DURACELL 9V 1un;13.22;18;Pilas y Baterías;15.6;Hogar y Ferretería
2044;Galletas BLACKOUT Sabor Vainilla Paquete 38g;0.51;18;Galletas;0.6;Dulcería
2045;Bebida Rehidratante FLASHLYTE Fresa Botella 625ml;4.66;18;Rehidratantes;5.5;Bebidas
2046;Bebida Rehidratante FLASHLYTE Uva Botella 625ml;4.66;18;Rehidratantes;5.5;Bebidas
2047;Agua CIELO Sin Gas Bidón 7L;5.93;18;Agua de Mesa;7;Bebidas
2048;Papas LAYS Ondas Clasicas Bolsa 41g;1.86;18;Papas;2.2;Snacks
2049;Papas LAYS Ondas Mayonesa Bolsa 41g;1.86;18;Papas;2.2;Snacks
2051;Galletas CHOCO BUM Mini Sabor a Chocolate Bolsa 50g;1.69;18;Galletas;2;Dulcería
2052;Cabanossi RAZZETO Paquete 3un 47g;2.12;18;Quesos y Embutidos;2.5;TIENDA
2053;Té LIPTON sabor a Durazno Botella 500ml;1.69;18;Otras Bebidas;2;Bebidas
2057;Vino SANTIAGO QUEIROLO Blanco Reservado Botella 750ml;15.25;18;Vinos;18;Licores
2058;Vino SANTIAGO QUEIROLO Sauvignon Blanc Botella 750ml;15.25;18;Vinos;18;Licores
2059;Vino TABERNERO Tuyo Borgoña Botella 750ml;15.25;18;Vinos;18;Licores
2060;Esponja DKASA Fibra Verde por unidad;0.85;18;Esponjas y Paños;1;Limpieza
2061;Helado Frio Rico D'ONOFRIO Crocante Fresa de Huaura Pote 900ml;21.1;18;Helados;24.9;Congelados
2062;Esponja SCOTCH-BRITE Multiusos Paquete 1un;3.22;18;Esponjas y Paños;3.8;Limpieza
2063;Esponja SCOTCH-BRITE Limpieza Extra fuerte Paquete 1un;1.69;18;Esponjas y Paños;2;Limpieza
2064;Esponja SCOTCH-BRITE Limpieza Profunda Paquete 1un;1.69;18;Esponjas y Paños;2;Limpieza
2065;Ketchup ALPESA Sachet 8g;0.34;18;Cremas y Condimentos;0.4;Abarrotes
2066;Gaseosa CONCORDIA Sabor Fresa Botella 2L;4.24;18;Gaseosas;5;Bebidas
2067;Tupper Plástico SAN GABRIEL Rectangular C5;0.85;18;Empaques y Envases;1;Descartables
2068;Tupper Plástico SAN GABRIEL Cuadrado C3;0.85;18;Empaques y Envases;1;Descartables
2069;Desodorante en Crema LADY SPEED STICK Mujer Talc Crema 30g;3.56;18;Higiene Personal;4.2;Cuidado Personal
2070;Desodorante en Crema SPEED STICK Hombre Clinical Complete Crema 30g;3.56;18;Higiene Personal;4.2;Cuidado Personal
2071;Sustancia de Tocino DOÑA GUSTA Concentrado en Polvo Sachet 7g;0.42;18;Cremas y Condimentos;0.5;Abarrotes
2072;Té LIPTON sabor a Limón Botella 500ml;1.69;18;Otras Bebidas;2;Bebidas
2074;Helado Peziduri D'ONOFRIO Sabor Pie de Limón Pote 900ml;16.86;18;Helados;19.9;Congelados
2075;Galletas RITZ Original Mini Bolsa 50g;1.69;18;Galletas;2;Dulcería
2076;Galletas FIELD Charada Taco 96g;2.37;18;Galletas;2.8;Dulcería
2077;Trigo Atómico GUSTAVO Bolsa 35g;0.85;18;Cereales;1;Desayunos
2078;Gomas ARCOR MOGUL Extreme ácido dulce Bolsa 35g;1.27;18;Gomitas;1.5;Dulcería
2079;Galletas PICARAS Mini Extrema Paquete 46g;1.69;18;Galletas;2;Dulcería
2080;Protectores Diarios NOSOTRAS Normal Desodorante Paquete 15un;2.8;18;Protección Femenina;3.3;Cuidado Personal
2081;Protectores Diarios NOSOTRAS Normal Paquete 15un;2.8;18;Protección Femenina;3.3;Cuidado Personal
2083;Cigarro MARLBORO Forest Fusion Caja 10un;10.59;18;Cigarros;12.5;Tabaco y Vapes
2085;Galletas RITZ Original Taco 70g;1.27;18;Galletas;1.5;Dulcería
2086;Suavizante DOWNY Concentrado Sachet 80 ml;1.1;18;Suavizantes;1.3;Cuidado de Ropa
2087;Gaseosa CONCORDIA Sabor Piña Botella 2L;4.24;18;Gaseosas;5;Bebidas
2088;Shampoo NUTRIBELA Biokeratina Sachet 22ml + 8ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
2089;Shampoo NUTRIBELA Reparación Intensiva Sachet 22ml + 8ml;1.02;18;Cuidado del Cabello;1.2;Cuidado Personal
2090;Betún en pasta SANTIAGO Marron Pote 45ml/34g;2.12;18;Limpieza de Calzado;2.5;Limpieza
2091;Salsa de Soya KIKKO Siyau Frasco 85ml;1.02;18;Cremas y Condimentos;1.2;Abarrotes
2092;Filete de atún REAL en Aceite Girasol Lata 140g;4.66;18;Conservas;5.5;Abarrotes
2093;Limpiador Antibacterial en Polvo SAPOLIO Bolsa 450g;4.15;18;Lavavajillas;4.9;Limpieza
2094;Bebida FRUGOS DEL VALLE Fresh Manzana Botella 500ml;1.69;18;Otras Bebidas;2;Bebidas
2095;Limpiatodo Antibacterial SAPOLIO Lavanda Botella 648ml;2.12;18;Limpiadores Multiusos;2.5;Limpieza
2096;Jabón Natural HENO DE PRAVIA Antibacteriano Barra 150gr;5.08;18;Jabones en Barra;6;Cuidado Personal
2097;Jabón Natural HENO DE PRAVIA con Crema Hidratante Barra 150gr;5.08;18;Jabones en Barra;6;Cuidado Personal
2098;Bebida Rehidratante SUEROX Naranja Mandarina Botella 630ml;5.76;18;Rehidratantes;6.8;Bebidas
2099;Bebida Rehidratante SUEROX Mora Azul Botella 630ml;5.76;18;Rehidratantes;6.8;Bebidas
2100;Bebida Rehidratante SUEROX Fresa Kiwi Botella 630ml;5.76;18;Rehidratantes;6.8;Bebidas
2101;Bebida Rehidratante SUEROX Frutos Rojos Botella 630ml;5.76;18;Rehidratantes;6.8;Bebidas
2102;Cepillos Dentales COLGATE Zig Zag Carbón por unidad;3.56;18;Cuidado Bucal;4.2;Cuidado Personal
2103;Helado Sublime D'ONOFRIO Galleta Pote 900ml;16.86;18;Helados;19.9;Congelados
2104;Lavavajilla Pasta SAPOLIO Manzana Pote 800g;4.92;18;Lavavajillas;5.8;Limpieza
2105;Lavavajilla Pasta SAPOLIO Antibacterial Pote 800g;4.92;18;Lavavajillas;5.8;Limpieza
2106;Fideos DON VITTORIO Fettuccini Bolsa 950g;5.93;18;Fideos, Pastas y Salsas;7;Abarrotes
2107;Bebida PULP Durazno Botella 1.5L;4.66;18;Jugos y Néctares;5.5;Bebidas
2109;Cocoa WINTER'S Sobre 10g;0.85;18;Modificadores de leche;1;Desayunos
2110;Papas LAYS Artesanas Sal Marina Bolsa 30g;1.86;18;Papas;2.2;Snacks
2111;Tortillas de Maíz DORITOS Dinamita Limón Taquero Bolsa 35g;1.86;18;Maiz;2.2;Snacks
2112;Chips de Camote NATUCHIPS Bolsa 135g;1.69;18;Camotes y Chifles;2;Snacks
2113;Shampoo HEAD & SHOULDERS Anti - Comezón Menta Refrescante Sachet 15ml;0.93;18;Cuidado del Cabello;1.1;Cuidado Personal
2114;Caramelos MENTOS Tutti Frutti Paquete 29g;1.27;18;Caramelos;1.5;Dulcería
2115;Gel para Hombre EGO Atraction Pote 110ml;4.07;18;Cuidado del Cabello;4.8;Cuidado Personal
2116;Avena GRANO DE ORO Bolsa 500g;2.97;18;Avenas;3.5;Desayunos
2117;Fósforos LA LLAMA Paquete x 10ca;2.37;18;Fósforos;2.8;Hogar y Ferretería
2118;Fósforos INTI Paquete x 10ca;2.37;18;Fósforos;2.8;Hogar y Ferretería
2119;Fósforos LA LLAMA Caja 40un;0.25;18;Fósforos;0.3;Hogar y Ferretería
2120;Cigarro MARLBORO Summer Fusion Caja 10un;10.59;18;Cigarros;12.5;Tabaco y Vapes
2121;Vasos Descartables EL ROJITO 5.5oz Paquete 50un;2.46;18;Vajilla Descartable;2.9;Descartables
2123;Uva Verde por Kg;0;18;Frutas;0;Frutas y Verduras
2124;Galletas COSTA Frac Menta Bolsa 41g;0.85;18;Galletas;1;Dulcería
2125;Toffee AMBROSOLI Old England Toffee Surtidos Bolsa 100un - 550g;0;18;Otras Golosinas;0;Dulcería
2126;Gomitas AMBROSOLI Frugelé Surtidos Bolsa 100un - 430g;0;18;Gomitas;0;Dulcería
2127;Cerveza HEINEKEN Lata 473ml;5.08;18;Con Alcohol;6;Cervezas
2128;Cerveza HEINEKEN 4 Pack Lata 473ml;20;18;Con Alcohol;23.6;Cervezas
2129;Cerveza CUSQUEÑA Negra Lata 355ml;4.24;18;Con Alcohol;5;Cervezas
2130;Cerveza CUSQUEÑA Negra Lata 473ml;5.08;18;Con Alcohol;6;Cervezas
2131;Cerveza CUSQUEÑA Negra 6 Pack Lata 355ml;25;18;Con Alcohol;29.5;Cervezas
2132;Cerveza CUSQUEÑA Negra 6 Pack Lata 473ml;28.73;18;Con Alcohol;33.9;Cervezas
2133;Cerveza CORONA Extra Lata 355ml;4.66;18;Con Alcohol;5.5;Cervezas
2134;Cerveza CORONA Extra 6 Pack Lata 355ml;27.46;18;Con Alcohol;32.4;Cervezas
2137;Cerveza PILSEN Callao 12 Pack Lata 355ml;42.29;18;Con Alcohol;49.9;Cervezas
2138;Pasta Dental COLGATE Triple Acción Tubo 150ml;10;18;Cuidado Bucal;11.8;Cuidado Personal
2139;Papel Higiénico NOBLE Doble Hoja Plus Paquete 2un;2.12;18;Papel Higiénico;2.5;Limpieza
2140;Cera Líquida EMPERATRIZ Amarilla Doypack 300ml;6.53;18;Ceras;7.7;Limpieza
2142;Fortificante NESQUIK Sabor Chocolate Sachet 13g;0.85;18;Modificadores de leche;1;Desayunos
2143;Papel Toalla ELITE Triple Absorción Rollo 2un;4.92;18;Papel Toalla;5.8;Limpieza
2149;Chocolate SNICKERS Milk Chocolate Bolsa 53g;3.22;18;Chocolatería;3.8;Dulcería
2150;Chocolate SNICKERS Almond 49.9g;4.07;18;Chocolatería;4.8;Dulcería
2151;Chocolate M&M'S Peanut Bolsa 49.3g;4.07;18;Chocolatería;4.8;Dulcería
2152;Chocolate M&M'S Milk Chocolate Bolsa 47.9g;4.07;18;Chocolatería;4.8;Dulcería
2153;Galletas FIELD Cream Crackers Paquete 73.5g;1.44;18;Galletas;1.7;Dulcería
2156;Vino TABERNERO Tuyo Gran Rosé Botella 750ml;15.25;18;Vinos;18;Licores
2157;Detergente líquido ARIEL Doble Poder Doypack 400ml;7.54;18;Detergentes;8.9;Cuidado de Ropa
2158;Detergente líquido ARIEL Doble Poder Botella 800ml;15.25;18;Detergentes;18;Cuidado de Ropa
2159;Shampoo para Bebé JOHNSON'S BABY Original Sachet 25ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
2160;Shampoo para Bebé JOHNSON'S BABY Manzanilla Sachet 25ml;1.27;18;Cuidado del Cabello;1.5;Cuidado Personal
2161;Jabón de Tocador JOHNSON'S Original Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
2162;Jabón de Tocador JOHNSON'S Avena Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
2163;Bebida Energizante RED BULL Ambar Lata 250ml;7.2;18;Energizantes;8.5;Bebidas
2164;Jabón de Tocador JOHNSON'S Original Barra 75g;3.22;18;Jabones en Barra;3.8;Cuidado Personal
2165;Jabón de Tocador NEKO Aloe Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
2166;Jabón de Tocador NEKO Extra Protección Barra 110g;3.56;18;Jabones en Barra;4.2;Cuidado Personal
2167;Yogurt Bebible GLORIA Pro Day Sabor Manzana Verde Botella 300gr;3.98;18;Yogurts;4.7;Lácteos y Huevos
2168;Yogurt Bebible GLORIA Pro Day Sabor Mora Botella 300gr;3.98;18;Yogurts;4.7;Lácteos y Huevos
2169;Bebida Láctea GLORIA UHT Pro Day Chocolate Botella 320ml;3.98;18;Mezclas Lácteas;4.7;Lácteos y Huevos
2170;Bebida Láctea GLORIA UHT Pro Day Vainilla Botella 320ml;3.98;18;Mezclas Lácteas;4.7;Lácteos y Huevos
2171;Yogurt Bebible GLORIA Pro Power Avena Envase 155gr;2.71;18;Yogurts;3.2;Lácteos y Huevos
2172;Yogurt Bebible GLORIA Pro Day Sauco Envase 155gr;3.56;18;Yogurts;4.2;Lácteos y Huevos
2173;Bebida Láctea GLORIA Pro Power Sabor Caramel Macchiato Botella 320ml;5.76;18;Mezclas Lácteas;6.8;Lácteos y Huevos
2174;Bebida Láctea GLORIA Pro Power Sabor Dark Chocolate Botella 320ml;5.76;18;Mezclas Lácteas;6.8;Lácteos y Huevos
2175;Chifles MARANATHA Bolsa 400g;6.36;18;Camotes y Chifles;7.5;Snacks
2176;Agua CIELO Sin Gas Botella 750ml;1.02;18;Agua de Mesa;1.2;Bebidas
2177;Mermelada ACONCAGUA Fresa Sachet 200g;2.8;18;Mermeladas, Mieles y Dulces;3.3;Desayunos
2179;Roscas de Agua SAN MARTIN Bolsa 8un;2.12;18;Roscas;2.5;Panadería y Pastelería
2180;Oreja SAN MARTIN por unidad;2.12;18;Pasteles;2.5;Panadería y Pastelería
2181;Galletas SAN MARTIN Integrales con Ajonjolí Bolsa 4un;2.12;18;Galletas;2.5;Dulcería
2182;Fideos NICOLINI Caracol Bolsa 225g;1.44;18;Fideos, Pastas y Salsas;1.7;Abarrotes
2183;Galletas CASINO con Crema Sabor a Chocolate Taco 129g;2.12;18;Galletas;2.5;Dulcería
2184;Papas Fritas INKA CHIPS Peruanas Nativas Bolsa 33g;2.12;18;Papas;2.5;Snacks
2185;Papel Higienico PARACAS Doble Hoja Morado Paquete 2un;1.69;18;Papel Higiénico;2;Limpieza
2186;Toallas Higiénicas NOSOTRAS Invisible Rapisec Paquete 10un;4.92;18;Protección Femenina;5.8;Cuidado Personal
2187;Pastelito Pingüino MARINELA Sabor Cookies & Cream Bolsa 80g;2.97;18;Pasteles;3.5;Panadería y Pastelería
2188;Pastelito Pingüino MARINELA Sabor Triple Chocolate Bolsa 80g;2.97;18;Pasteles;3.5;Panadería y Pastelería
2189;Pan de Molde PYC Blanco Bolsa 350g;3.98;18;Panes Envasados;4.7;Panadería y Pastelería
2190;Mantequilla LAIVE con Sal Barra 180g;10.59;18;Mantequilla y Margarina;12.5;Lácteos y Huevos
2191;Café Instantáneo ALTOMAYO Armónico Sachet 7g;1.53;18;Café e Infusiones;1.8;Desayunos
2192;Grated de Jurel GISSELA en Aceite Vegetal Lata 140g;2.97;18;Conservas;3.5;Abarrotes
2193;Cereal ANGEL Rosado Fresia Almohada Bolsa 18g;0.85;18;Cereales;1;Desayunos
2194;Borrador ARTESCO Blanco por Unidad;0.85;18;Escritura y Corrección;1;Librería y Oficina
2195;Corrector FABER-CASTELL Tipo Lapicero 9ml por Unidad;2.12;18;Escritura y Corrección;2.5;Librería y Oficina
2196;Fideos SAN JORGE Letras y Números Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
2197;Fideos SAN JORGE Arito Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
2198;Leche UHT LAIVE Light Caja 946ml;5;18;Leches;5.9;Lácteos y Huevos
2199;Cerveza AMSTEL Premium 6 pack Botella 275ml;22.37;18;Con Alcohol;26.4;Cervezas
2200;Cerveza AMSTEL Premium Botella 275ml;3.81;18;Con Alcohol;4.5;Cervezas
2201;Bebida Rehidratante POWERADE Sour Botella 600ml;2.12;18;Rehidratantes;2.5;Bebidas
