Ref.;Descripción;Subtotal;IGV;category;precio;categoria padre
1;Gaseosa COCA COLA Sabor Original Botella 500ml;2.54;18;Gaseosas;3;Bebidas
2;Pañales para Bebé HUGGIES Active Sec Talla G por unidad;1.1;18;Pañales y Toallitas para Bebés;1.3;Cuidado del Bebé
3;Gaseosa COCA COLA Sabor Original Botella 192ml - RETORNABLE;0.85;18;Gaseosas;1;Bebidas
4;Gaseosa INCA KOLA Sabor Original Botella 625ml - RETORNABLE;2.54;18;Gaseosas;3;Bebidas
5;Gaseosa INCA KOLA Sabor Original Botella 192ml - RETORNABLE;0.85;18;Gaseosas;1;Bebidas
6;Gaseosa COCA COLA Sabor Original Botella 2L - RETORNABLE;5.51;18;Gaseosas;6.5;Bebidas
7;Gaseosa INCA KOLA Sabor Original Botella 2L - RETORNABLE;5.51;18;Gaseosas;6.5;Bebidas
8;Agua Mineral SAN MATEO Sin Gas Botella 600 ml;1.69;18;Agua Mineral;2;Bebidas
9;Agua Mineral SAN MATEO Con Gas Botella 600 ml;1.69;18;Agua Mineral;2;Bebidas
10;Agua SAN LUIS Sin Gas Botella 750 ml;1.53;18;Agua de Mesa;1.8;Bebidas
11;Bebida Rehidratante POWERADE Mora Azul Botella 600ml;2.12;18;Rehidratantes;2.5;Bebidas
12;Bebida Rehidratante POWERADE Multifrutas Botella 600ml;2.12;18;Rehidratantes;2.5;Bebidas
13;Agua BENEDICTINO Sin Gas Botella 3L;2.97;18;Agua de Mesa;3.5;Bebidas
14;Agua BENEDICTINO Sin Gas Botella 600ml;1.02;18;Agua de Mesa;1.2;Bebidas
15;Gaseosa COCA COLA Sabor Original Botella 400ml - RETORNABLE;1.53;18;Gaseosas;1.8;Bebidas
16;Gaseosa INCA KOLA Sabor Original Botella 400ml - RETORNABLE;1.53;18;Gaseosas;1.8;Bebidas
17;Gaseosa INCA KOLA Sabor Original Botella 1L - RETORNABLE;3.39;18;Gaseosas;4;Bebidas
18;Gaseosa INCA KOLA Sabor Original Botella 2.25L;7.63;18;Gaseosas;9;Bebidas
19;Gaseosa COCA COLA Sabor Original Botella 2.25L;7.63;18;Gaseosas;9;Bebidas
20;Néctar FRUGOS DEL VALLE Sabor a Durazno Caja 235ml;1.36;18;Jugos y Néctares;1.6;Bebidas
21;Bebida Energizante MONSTER Energy Lata 473ml;7.2;18;Energizantes;8.5;Bebidas
22;Néctar FRUGOS DEL VALLE Sabor a Durazno Caja 970ml;3.81;18;Jugos y Néctares;4.5;Bebidas
23;Agua SAN LUIS Con Gas Botella 625 ml;1.69;18;Agua de Mesa;2;Bebidas
24;Agua SAN LUIS Sin Gas Botella Tapa Plana 1L;2.12;18;Agua de Mesa;2.5;Bebidas
25;Agua SAN LUIS Sin Gas Botella 2.5 L;3.22;18;Agua de Mesa;3.8;Bebidas
26;Pan FRANCÉS de Piso por Unidad;0.21;18;Panes;0.25;Panadería y Pastelería
27;Pañales para Bebé HUGGIES Active Sec Talla XG por unidad;1.1;18;Pañales y Toallitas para Bebés;1.3;Cuidado del Bebé
28;Pañales para Bebé HUGGIES Active Sec Talla XXG por unidad;1.36;18;Pañales y Toallitas para Bebés;1.6;Cuidado del Bebé
29;Esencia de Vainilla UMSHA Botella 90ml;1.69;18;Esencias de Vainilla;2;Repostería
30;Suavizante SUAVITEL Complete Fresca Primavera Doypack 180ml;2.2;18;Suavizantes;2.6;Cuidado de Ropa
32;Quitamanchas CLOROX Colores Vivos Botella 292 ml;2.2;18;Quitamanchas;2.6;Cuidado de Ropa
35;Venditas TOP MEDIC Curitas por un;0.08;18;Salud;0.1;Cuidado Personal
36;Antiácido SAL DE ANDREWS Polvo Efervecente 5 g;0.68;18;Salud;0.8;Cuidado Personal
37;Antiácido SAL DE ANDREWS Triple Acción 7.9 g;1.02;18;Salud;1.2;Cuidado Personal
38;Velas CRUZ DE MOTUPE Mecha Trenzada Duramás por unidad;0.42;18;Velas;0.5;Hogar y Ferretería
39;Velas SANTA CRUZ Votiva Mediana Misionera por unidad;0.59;18;Velas;0.7;Hogar y Ferretería
40;Cepillos Dentales COLGATE Premier Clean Medio por unidad;2.97;18;Cuidado Bucal;3.5;Cuidado Personal
41;Pegamento CHEMMER Super Glue-3;0.85;18;Adhesivos y Cintas;1;Librería y Oficina
42;Pilas PANASONIC AAA;0.85;18;Pilas y Baterías;1;Hogar y Ferretería
43;Pilas PANASONIC AA;0.85;18;Pilas y Baterías;1;Hogar y Ferretería
44;Cera en Pasta SAPOLIO Negra Doypack 300ml;4.15;18;Ceras;4.9;Limpieza
45;Cera en Pasta SAPOLIO Amarilla Doypack 300ml;4.15;18;Ceras;4.9;Limpieza
46;Cera en Pasta SAPOLIO Roja Doypack 300ml;4.15;18;Ceras;4.9;Limpieza
47;Cera en Pasta SAPOLIO Blanca Doypack 300ml;4.15;18;Ceras;4.9;Limpieza
48;Gancho para ropa CLÁSICO Modelo Cuadrado 24 un;2.29;18;Accesorios;2.7;Cuidado de Ropa
49;Aceite Vegetal PRIMOR Premium Botella 900ml;9.32;18;Aceites;11;Abarrotes
50;Aceite Vegetal PRIMOR Clásico Botella 900ml;8.47;18;Aceites;10;Abarrotes
51;Filete de Atún PRIMOR en Aceite Vegetal Lata 140g;5.08;18;Conservas;6;Abarrotes
53;Maicena DURYEA Caja 100g;2.54;18;Harinas y Féculas;3;Repostería
54;Filete de Atún FLORIDA en Aceite Vegetal Lata 140g;5.25;18;Conservas;6.2;Abarrotes
55;Cocoa WINTER'S Sobre 21g;1.53;18;Modificadores de leche;1.8;Desayunos
56;Mermelada GLORIA Fresa Sachet 90g;1.69;18;Mermeladas, Mieles y Dulces;2;Desayunos
58;Galletas SAN JORGE de Soda Paquete 40g;0.68;18;Galletas;0.8;Dulcería
59;Toallas Higiénicas NOSOTRAS Alas Tela Gel Paquete 10un;4.24;18;Protección Femenina;5;Cuidado Personal
60;Toallas Higiénicas NOSOTRAS Buenas Noches Paquete 10un;6.78;18;Protección Femenina;8;Cuidado Personal
61;Vinagre Blanco DEL FIRME Botella 125ml;1.27;18;Cremas y Condimentos;1.5;Abarrotes
62;Polvo para Hornear UNIVERSAL Libre de Gluten Sobre 25g;1.61;18;Polvo para Hornear;1.9;Repostería
64;Chocolate para Taza LA ESPAÑOLA Tableta 150g;5.08;18;Modificadores de leche;6;Desayunos
68;Infusiones MC COLIN'S Té Canela y Clavo Caja 25un;2.71;18;Café e Infusiones;3.2;Desayunos
69;Infusiones MC COLIN'S Anís Caja 25un;2.71;18;Café e Infusiones;3.2;Desayunos
70;Infusiones MC COLIN'S Manzanilla Caja 25un;2.71;18;Café e Infusiones;3.2;Desayunos
72;Jabón en Barra BOLÍVAR Baby & Kids Paquete 190g;2.97;18;Jabones de Ropa;3.5;Cuidado de Ropa
73;Pañales para Bebé BABYSEC Premium G por unidad;1.1;18;Pañales y Toallitas para Bebés;1.3;Cuidado del Bebé
74;Pañales para Bebé BABYSEC Premium XG por unidad;1.19;18;Pañales y Toallitas para Bebés;1.4;Cuidado del Bebé
75;Pañales para Bebé BABYSEC Premium XXG por unidad;1.27;18;Pañales y Toallitas para Bebés;1.5;Cuidado del Bebé
76;Bebida Refrescante MALTIN POWER Botella 330ml;1.27;18;Nutricionales;1.5;Bebidas
77;Comida para Perro RICOCAN Adultos Todas las Razas Multisabores a GRANEL Bolsa 500 g;3.73;18;Alimento Seco para Perros;4.4;Mascotas
78;Comida para Perro RICOCAN Cachorro Raza Pequeña Carne y Leche a GRANEL Bolsa 500 g;3.9;18;Alimento Seco para Perros;4.6;Mascotas
81;Cereal ANGEL Azul Zuck Bolsa 130g;2.97;18;Cereales;3.5;Desayunos
82;Cereal ANGEL Marrón Chock Bolsa 130g;2.97;18;Cereales;3.5;Desayunos
83;Cereal ANGEL Verde Fruit Bolsa 130g;2.97;18;Cereales;3.5;Desayunos
84;Cereal ANGEL Naranja Miel Bolsa 130g;2.97;18;Cereales;3.5;Desayunos
85;Avena GRANO DE ORO Bolsa 145g;1.27;18;Avenas;1.5;Desayunos
86;Salsa Roja Completa DON VITTORIO Doypack 200g;3.14;18;Fideos, Pastas y Salsas;3.7;Abarrotes
87;Papel Higiénico ELITE Doble Hoja Paquete 2un;2.12;18;Papel Higiénico;2.5;Limpieza
88;Papel Higiénico SUAVE Resistemax Naranja Paquete 2un;1.69;18;Papel Higiénico;2;Limpieza
89;Azúcar Rubia CASA GRANDE a GRANEL Bolsa 500g;1.69;18;Azucar y Endulzantes;2;Abarrotes
91;Arroz Extra CASERITA PACASMAYO a GRANEL Bolsa 500 g;1.69;18;Arroz;2;Abarrotes
93;Ginger Ale EVERVESS Botella 500ml;2.12;18;Gaseosas;2.5;Bebidas
95;Gaseosa PEPSI Botella 355ml;1.02;18;Gaseosas;1.2;Bebidas
96;Gaseosa CONCORDIA Sabor Piña Botella 355ml;1.02;18;Gaseosas;1.2;Bebidas
97;Gaseosa CONCORDIA Sabor Fresa Botella 355ml;1.02;18;Gaseosas;1.2;Bebidas
99;Gaseosa GUARANÁ Botella 450ml;1.69;18;Gaseosas;2;Bebidas
100;Bebida Energizante VOLT Fantasy Botella 300ml;2.12;18;Energizantes;2.5;Bebidas
101;Mezcla Láctea Evaporada PURA VIDA Lata 390g;2.97;18;Mezclas Lácteas;3.5;Lácteos y Huevos
102;Azúcar Blanca CASA GRANDE a GRANEL Bolsa 500 g;2.2;18;Azucar y Endulzantes;2.6;Abarrotes
107;Bebida Energizante RED BULL Tropical Lata 250ml;7.2;18;Energizantes;8.5;Bebidas
112;Bebida Energizante RED BULL Sugar Free Lata 250ml;7.2;18;Energizantes;8.5;Bebidas
114;Leche GLORIA Light Lata 390g;3.81;18;Leches;4.5;Lácteos y Huevos
115;Comida para Gato RICOCAT Atún, Sardina y Trucha para Adultos a GRANEL Bolsa 500g;4.92;18;Alimento Seco para Gatos;5.8;Mascotas
116;Comida para Gato RICOCAT Carne, Pescado y Leche para Gatitos a GRANEL Bolsa 500g;5.08;18;Alimento Seco para Gatos;6;Mascotas
117;Leche UHT LAIVE Entera Caja 946ml;4.75;18;Leches;5.6;Lácteos y Huevos
119;Agua SAN CARLOS Sin Gas Botella 500ml;0.85;18;Agua de Mesa;1;Bebidas
120;Cerveza HEINEKEN Botella 330ml;5.08;18;Con Alcohol;6;Cervezas
122;Bebida Rehidratante GATORADE Tropical Fruit Botella 500ml;2.12;18;Rehidratantes;2.5;Bebidas
123;Agua CIELO Sin Gas Tapa Sport Botella 1L;2.12;18;Agua de Mesa;2.5;Bebidas
124;Bebida Energizante RED BULL Lata 250ml;7.2;18;Energizantes;8.5;Bebidas
127;Agua CIELO Sin Gas Botella 2.5L;2.54;18;Agua de Mesa;3;Bebidas
128;Gaseosa PEPSI Botella 2L;4.66;18;Gaseosas;5.5;Bebidas
129;Jugo LIBER Mix Botella 1 L;5.08;18;Jugos y Néctares;6;Bebidas
130;Ginger Ale EVERVESS Botella 1.5L;5.93;18;Gaseosas;7;Bebidas
132;Cerveza CUSQUEÑA Trigo Botella 310ml;3.81;18;Con Alcohol;4.5;Cervezas
133;Cerveza CUSQUEÑA Dorada Botella 310ml;3.81;18;Con Alcohol;4.5;Cervezas
134;Cerveza CUSQUEÑA Negra Botella 310ml;3.81;18;Con Alcohol;4.5;Cervezas
135;Cerveza PILSEN Callao Lata 355ml;3.81;18;Con Alcohol;4.5;Cervezas
137;Jabón de Tocador REXONA Antibacterial Fresh Barra 110g;3.47;18;Jabones en Barra;4.1;Cuidado Personal
138;Jabón de Tocador PALMOLIVE Naturals Avena Barra 110g;3.64;18;Jabones en Barra;4.3;Cuidado Personal
143;Jabón de Tocador PALMOLIVE Naturals Avena Barra 75g;2.8;18;Jabones en Barra;3.3;Cuidado Personal
144;Jabón de Tocador PALMOLIVE Naturals Granada Barra 110g;3.64;18;Jabones en Barra;4.3;Cuidado Personal
146;Jabón de Tocador REXONA Antibacterial Avena Barra 110g;3.47;18;Jabones en Barra;4.1;Cuidado Personal
147;Avena QUAKER Tradicional Bolsa 500g;5.08;18;Avenas;6;Desayunos
148;Avena 3 OSITOS Clásica Bolsa 250g;2.54;18;Avenas;3;Desayunos
149;Toallas Higiénicas ALWAYS Cubierta Suave Noche G Paquete 8un;6.19;18;Protección Femenina;7.3;Cuidado Personal
151;Toallas Higiénicas LADYSOFT Normal 10un;3.31;18;Protección Femenina;3.9;Cuidado Personal
152;Toallas Higiénicas LADYSOFT Nocturnas 10un;5.34;18;Protección Femenina;6.3;Cuidado Personal
153;Toallas Higiénicas NOSOTRAS Invisible Clásica Paquete 10un;4.24;18;Protección Femenina;5;Cuidado Personal
157;Leche Condensada GLORIA Doypack 200g;3.64;18;Leche Condensada;4.3;Repostería
158;Manjar Blanco BONLÉ Bolsa 200g;3.81;18;Manjar Blanco;4.5;Repostería
162;Manjar Blanco NESTLÉ Bolsa 200g;4.58;18;Manjar Blanco;5.4;Repostería
165;Café Tostado y Molido CAFETAL Selecto Bolsa 80g;3.39;18;Café e Infusiones;4;Desayunos
167;Leche Condensada NESTLÉ Lata 393g;6.36;18;Leche Condensada;7.5;Repostería
168;Café Tostado y Molido CAFETAL Selecto Bolsa 200g;8.39;18;Café e Infusiones;9.9;Desayunos
172;Papel Higiénico ELITE Doble Hoja Paquete 4un;3.64;18;Papel Higiénico;4.3;Limpieza
173;Papel Higiénico SUAVE Cuidado Completo Verde Paquete 4un;3.56;18;Papel Higiénico;4.2;Limpieza
174;Servilletas ELITE Cortadas Simples Paquete 200un;1.69;18;Servilletas;2;Limpieza
175;Shampoo SAVITAL Colágeno y Sábila Frasco 530ml;9.75;18;Cuidado del Cabello;11.5;Cuidado Personal
176;Shampoo SAVITAL Anticaspa Frasco 530ml;9.75;18;Cuidado del Cabello;11.5;Cuidado Personal
177;Acondicionador SAVITAL Palta y Sábila Frasco 530ml;11.44;18;Cuidado del Cabello;13.5;Cuidado Personal
178;Shampoo HEAD & SHOULDERS Limpieza Renovadora Frasco 90ml;3.81;18;Cuidado del Cabello;4.5;Cuidado Personal
179;Shampoo CLEAR Men Anticaspa 2 en 1 Dual Effect Frasco 400ml;12.63;18;Cuidado del Cabello;14.9;Cuidado Personal
180;Shampoo CLEAR Men Anticaspa Control Caída Frasco 400ml;12.63;18;Cuidado del Cabello;14.9;Cuidado Personal
182;Shampoo HEAD & SHOULDERS Limpieza Renovadora Frasco 375ml;16.02;18;Cuidado del Cabello;18.9;Cuidado Personal
185;Avena 3 OSITOS Quinua Bolsa 150g;1.69;18;Avenas;2;Desayunos
186;Azúcar Impalpable UNIVERSAL Bolsa 200g;2.46;18;Otros Ingredientes;2.9;Repostería
187;Avena QUAKER Tradicional Bolsa 100g;1.19;18;Avenas;1.4;Desayunos
190;Avena 3 OSITOS Maca Bolsa 150g;1.69;18;Avenas;2;Desayunos
192;Desodorante en Crema REXONA para Mujer Nutrive Sachet 10g;1.27;18;Higiene Personal;1.5;Cuidado Personal
193;Desodorante en Crema SPEED STICK Hombre Clinical Complete Sachet 9g;1.27;18;Higiene Personal;1.5;Cuidado Personal
194;Desodorante en Crema LADY SPEED STICK Mujer Talc Sachet 9g;1.27;18;Higiene Personal;1.5;Cuidado Personal
195;Desodorante Aerosol AXE para Hombre Dark Temptation Frasco 150ml;11.78;18;Higiene Personal;13.9;Cuidado Personal
198;Desodorante Aerosol REXONA para Hombre V8 Frasco 150ml;11.78;18;Higiene Personal;13.9;Cuidado Personal
199;Desodorante en Barra REXONA para Mujer Care Nutritive Frasco 50g;10.93;18;Higiene Personal;12.9;Cuidado Personal
200;Desodorante en Barra REXONA para Mujer Active Emotion Frasco 50g;10.93;18;Higiene Personal;12.9;Cuidado Personal
201;Desodorante en Roll On REXONA para Mujer Active Emotion Frasco 50ml;10.59;18;Higiene Personal;12.5;Cuidado Personal
203;Fideos SAN JORGE Spaghetti Bolsa 500g;2.37;18;Fideos, Pastas y Salsas;2.8;Abarrotes
204;Fideos MOLITALIA Spaghetti Bolsa 450g;3.31;18;Fideos, Pastas y Salsas;3.9;Abarrotes
205;Fideos LAVAGGI Tallarín Grueso Bolsa 450g;2.29;18;Fideos, Pastas y Salsas;2.7;Abarrotes
206;Aceite Vegetal COCINERO Botella 900ml;8.05;18;Aceites;9.5;Abarrotes
207;Aceite de Soya SAO Botella 900ml;6.36;18;Aceites;7.5;Abarrotes
211;Chocolate LENTEJAS en Grageas Bolsa 16g;0.85;18;Chocolatería;1;Dulcería
212;Chocolate TRIANGULO De leche Bolsa 30Gr;2.54;18;Chocolatería;3;Dulcería
213;Chocolate GOLPE Paquete 22g;0.85;18;Chocolatería;1;Dulcería
214;Chocolate NESTLÉ Sublime Sonrisa Bolsa 38g;2.54;18;Chocolatería;3;Dulcería
217;Sopa Instantánea AJINOMEN Sabor a Pollo Vaso 51g;2.71;18;Comida Instantánea;3.2;Abarrotes
218;Sopa Instantánea AJINOMEN Sabor a Carne Vaso 51g;2.71;18;Comida Instantánea;3.2;Abarrotes
219;Sopa Instantánea AJINOMEN Sabor a Carne Picante Vaso 51g;2.71;18;Comida Instantánea;3.2;Abarrotes
220;Sopa Instantánea con Fideos AJINOMEN Sabor Gallina Bolsa 80g;1.69;18;Comida Instantánea;2;Abarrotes
221;Sopa Instantánea con Fideos AJINOMEN Sabor Pollo Bolsa 80g;1.69;18;Comida Instantánea;2;Abarrotes
222;Sopa Instantánea con Fideos AJINOMEN Sabor Gallina Picante Bolsa 80g;1.69;18;Comida Instantánea;2;Abarrotes
226;Filete de Atún FLORIDA en Agua Lata 140g;5.08;18;Conservas;6;Abarrotes
228;Trozos de Atún GLORIA en Aceite Vegetal Lata 140g;4.75;18;Conservas;5.6;Abarrotes
229;Filete de Atún GLORIA en Agua y Sal Lata 140g;5.25;18;Conservas;6.2;Abarrotes
232;Fideos DON VITTORIO Cabello de Ángel Bolsa 250g;1.95;18;Fideos, Pastas y Salsas;2.3;Abarrotes
233;Salsa Roja Completa DON VITTORIO Doypack 400g;5.08;18;Fideos, Pastas y Salsas;6;Abarrotes
234;Fideos DON VITTORIO Spaghetti Bolsa 450g;3.39;18;Fideos, Pastas y Salsas;4;Abarrotes
235;Fideos NICOLINI Spaghetti Bolsa 450g;2.37;18;Fideos, Pastas y Salsas;2.8;Abarrotes
236;Fideos DON VITTORIO Linguini Bolsa 450g;3.39;18;Fideos, Pastas y Salsas;4;Abarrotes
237;Fideos DON VITTORIO Linguini Grosso Bolsa 450g;3.39;18;Fideos, Pastas y Salsas;4;Abarrotes
238;Fideos DON VITTORIO Fettuccini Bolsa 450g;3.39;18;Fideos, Pastas y Salsas;4;Abarrotes
239;Fideos NICOLINI Tallarín Grueso Bolsa 450g;2.37;18;Fideos, Pastas y Salsas;2.8;Abarrotes
240;Fideos NICOLINI Tallarín Delgado Bolsa 450g;2.37;18;Fideos, Pastas y Salsas;2.8;Abarrotes
241;Fideos DON VITTORIO Codo Rayado Bolsa 225g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
242;Fideos DON VITTORIO Canuto Rayado Bolsa 235g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
243;Fideos DON VITTORIO Tornillo Bolsa 225g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
244;Fideos DON VITTORIO Canuto Chico Bolsa 235g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
245;Fideos DON VITTORIO Rigatoni Bolsa 235g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
246;Fideos DON VITTORIO Corbata Grande Bolsa 225g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
247;Fideos LAVAGGI Tornillo Bolsa 225g;1.36;18;Fideos, Pastas y Salsas;1.6;Abarrotes
248;Fideos LAVAGGI Canuto Chico Bolsa 235g;1.36;18;Fideos, Pastas y Salsas;1.6;Abarrotes
249;Fideos NICOLINI Tornillo Bolsa 225g;1.44;18;Fideos, Pastas y Salsas;1.7;Abarrotes
250;Fideos NICOLINI Codo Rayado Bolsa 225g;1.44;18;Fideos, Pastas y Salsas;1.7;Abarrotes
251;Sémola MOLITALIA Bolsa 200g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
252;Fideos MOLITALIA Tornillo Especial Pasta para Ensalada Bolsa 235g;2.12;18;Fideos, Pastas y Salsas;2.5;Abarrotes
253;Salsa de Tomate POMAROLA Doypack 290g;2.71;18;Fideos, Pastas y Salsas;3.2;Abarrotes
254;Salsa de Tomate POMAROLA Doypack 145g;1.69;18;Fideos, Pastas y Salsas;2;Abarrotes
255;Fideos MOLITALIA Tallarín Bolsa 450g;3.31;18;Fideos, Pastas y Salsas;3.9;Abarrotes
256;Fideos MOLITALIA Canuto Bolsa 235g;1.78;18;Fideos, Pastas y Salsas;2.1;Abarrotes
257;Fideos MOLITALIA Tornillo Bolsa 235g;1.78;18;Fideos, Pastas y Salsas;2.1;Abarrotes
258;Fideos MOLITALIA Macarrón Bolsa 235g;1.78;18;Fideos, Pastas y Salsas;2.1;Abarrotes
259;Fideos MOLITALIA Codo Rayado 235g;1.78;18;Fideos, Pastas y Salsas;2.1;Abarrotes
260;Fórmula Láctea Líquida NAN 2 Bebés Lata 390g;5.34;18;Alimentación del Bebé;6.3;Lácteos y Huevos
261;Fórmula Láctea Líquida NAN 3 Crecimiento Lata 390g;5;18;Alimentación del Bebé;5.9;Lácteos y Huevos
263;Fideos MOLITALIA Cabello de Ángel Bolsa 250g;1.86;18;Fideos, Pastas y Salsas;2.2;Abarrotes
264;Fideos MOLITALIA Linguine Bolsa 450g;3.31;18;Fideos, Pastas y Salsas;3.9;Abarrotes
265;Fideos SAN JORGE Codo Rayado Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
266;Agua SAN LUIS sin Gas Botella Tapa Sport 1L;2.54;18;Agua de Mesa;3;Bebidas
267;RETIRO YAPE MENOR A 200;0.85;18;TIENDA;1;
268;Fideos SAN JORGE Tornillo Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
270;Fideos SAN JORGE Rigatoni Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
271;Fideos SAN JORGE Caracol Mediano Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
272;Fideos SAN JORGE Macarrón Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
273;Fideos SAN JORGE Tallarín Bolsa 500g;2.37;18;Fideos, Pastas y Salsas;2.8;Abarrotes
274;Fideos SAN JORGE Cabello de Ángel Bolsa 250g;1.27;18;Fideos, Pastas y Salsas;1.5;Abarrotes
275;Galletas DORÉ Saladas Paquete 24g;0.85;18;Galletas;1;Dulcería
276;Galletas MOROCHAS Clásicas Paquete 30g;1.02;18;Galletas;1.2;Dulcería
277;Galletas MOROCHAS MIni Snacks Bolsa 42g;1.69;18;Galletas;2;Dulcería
279;Agua SAN LUIS Sin Gas Sabor Limón Botella 625ml;1.69;18;Aguas Saborizadas;2;Bebidas
280;Galletas RITZ Original Paquete 20g;0.85;18;Galletas;1;Dulcería
281;Galletas FIELD Coronita Paquete 38g;0.85;18;Galletas;1;Dulcería
282;Galletas CHIPS AHOY Bolsa 37g;1.27;18;Galletas;1.5;Dulcería
283;Goma de Mascar TRIDENT Fresh Herbal Paquete 8.5g;1.27;18;Gomas de Mascar;1.5;Dulcería
285;Goma de Mascar TRIDENT Yerbabuena Paquete 8.5g;1.27;18;Gomas de Mascar;1.5;Dulcería
286;Goma de Mascar TRIDENT Fresa Paquete 8.5g;1.27;18;Gomas de Mascar;1.5;Dulcería
287;Goma de Mascar TRIDENT Sandía Paquete 8.5g;1.27;18;Gomas de Mascar;1.5;Dulcería
288;Goma de Mascar TRIDENT Menta Paquete 8.5g;1.27;18;Gomas de Mascar;1.5;Dulcería
289;Goma de Mascar TRIDENT Mora Paquete 8.5g;1.27;18;Gomas de Mascar;1.5;Dulcería
290;Caramelos HALLS Cereza Cherry Lyptus Paquete 25.2g;1.27;18;Caramelos;1.5;Dulcería
291;Caramelos HALLS Mentol y Eucalipto Paquete 25.2g;1.27;18;Caramelos;1.5;Dulcería
292;Caramelos HALLS Extra Fuerte Lyptus Paquete 25.2g;1.27;18;Caramelos;1.5;Dulcería
293;Caramelos HALLS Mora Paquete 25.2g;1.27;18;Caramelos;1.5;Dulcería
294;Gaseosa SPRITE Lima limón Botella 500ml;2.12;18;Gaseosas;2.5;Bebidas
295;Caramelos HALLS Fruit Mix Paquete 25.2g;1.27;18;Caramelos;1.5;Dulcería
296;Gaseosa COCA COLA Sabor Original Botella 1.5L;6.36;18;Gaseosas;7.5;Bebidas
297;Galletas FIELD Chocosoda Bolsa 36g;1.27;18;Galletas;1.5;Dulcería
1790;Gaseosa INCA KOLA Sabor Original Botella 1.5L;6.36;18;Gaseosas;7.5;Bebidas
298;Galletas FIELD Doña Pepa Paquete 23g;0.85;18;Galletas;1;Dulcería
299;Gaseosa COCA COLA Sin Azúcar Botella 300ml;1.44;18;Gaseosas;1.7;Bebidas
300;Galletas FIELD Vainilla Paquete 37g;0.85;18;Galletas;1;Dulcería
301;Gaseosa INCA KOLA Sin Azúcar Botella 300ml;1.44;18;Gaseosas;1.7;Bebidas
302;Galletas FIELD Travesuras Paquete 50g;1.27;18;Galletas;1.5;Dulcería
303;Caramelos HALLS Yerbabuena Lyptus Paquete 25.2g;1.27;18;Caramelos;1.5;Dulcería
304;Gaseosa INCA KOLA Sabor Original Botella 500ml;2.54;18;Gaseosas;3;Bebidas
305;Caramelos BUBBALOO Sparkies Paquete 25g;1.27;18;Caramelos;1.5;Dulcería
306;Galletas RELLENITAS de Coco Paquete 36g;0.42;18;Galletas;0.5;Dulcería
307;Galletas RELLENITAS de Chocolate Paquete 36g;0.42;18;Galletas;0.5;Dulcería
308;Gaseosa FANTA Naranja Botella 500ml;2.12;18;Gaseosas;2.5;Bebidas
309;Galletas RELLENITAS de Fresa Paquete 36g;0.42;18;Galletas;0.5;Dulcería
310;Gaseosa COCA COLA Sabor Original Botella 3L;10.59;18;Gaseosas;12.5;Bebidas
311;Galletas RELLENITAS de Limón Paquete 36g;0.42;18;Galletas;0.5;Dulcería
312;Gaseosa INCA KOLA Sabor Original Botella 3L;10.59;18;Gaseosas;12.5;Bebidas
313;Wafer Cua Cua FIELD Mini Bolsa 42g;1.27;18;Wafers y Barquillos;1.5;Dulcería
314;Wafer Cua Cua FIELD Paquete 18g;0.85;18;Wafers y Barquillos;1;Dulcería
315;Galletas GLACITAS Bañadas con Sabor a Toffee Paquete 32g;0.85;18;Galletas;1;Dulcería
316;Jugo LIBER Mix Botella 300ml;2.29;18;Jugos y Néctares;2.7;Bebidas
317;Galletas INTEGRACKERS Con salvado sabor a miel Paquete 30g;0.85;18;Galletas;1;Dulcería
319;Galletas INTEGRACKERS Salvado de Trigo Paquete 30g;0.85;18;Galletas;1;Dulcería
320;Galletas CASINO con Crema Sabor a Vainilla Paquete 43g;0.85;18;Galletas;1;Dulcería
321;Galletas CASINO con Crema Sabor a Menta Paquete 43g;0.85;18;Galletas;1;Dulcería
322;Galletas CASINO con Crema Sabor a Chocolate Paquete 43g;0.85;18;Galletas;1;Dulcería
323;Néctar FRUGOS DEL VALLE Sabor a Naranja Caja 235ml;1.36;18;Jugos y Néctares;1.6;Bebidas
324;Galletas CASINO con Crema Sabor a Fresa Paquete 43g;0.85;18;Galletas;1;Dulcería
326;Galletas CASINO con Crema Sabor a Alfajor Paquete 43g;0.85;18;Galletas;1;Dulcería
327;Bebida Instantánea en Polvo ZUKO Naranja Sobre 15g;1.02;18;Refrescos;1.2;Abarrotes
328;Galletas SAYON Margarita Bolsa 46.5g;0.85;18;Galletas;1;Dulcería
329;Bebida Instantánea en Polvo ZUKO Durazno Sobre 15g;1.02;18;Refrescos;1.2;Abarrotes
