id;name;image;is_featured;products_count;category_ids;category_names;created_at;updated_at
X7yeh5J3aivknPzOnZgZ;Sao;;false;0;;;2025-10-24T22:44:23.766;2025-10-24T22:44:23.767
XCqkYdMqZE5pu9IT3VSG;Alpesa;;false;0;;;2025-10-25T13:08:05.755;2025-10-25T13:08:05.755
XOUbJ4QAydeLPHjlx2hL;Bruning;;false;0;;;2025-10-25T13:08:17.817;2025-10-25T13:08:17.817
XQLEwGZbV4SVjXd9y5rJ;Fury;;false;0;;;2025-01-12T01:10:45.138;2025-01-12T01:10:45.138
XeGQ91FEdRgQZMi0tfM1;Casino;;false;0;;;2025-01-14T01:39:49.581;2025-01-14T01:39:49.581
Xj9iBYR1XUkVGoO0BnDF;Maltin Power;;false;0;;;2025-01-11T23:22:49.017;2025-01-11T23:22:49.018
XjEFZ47q9p4obO9bxpi2;Chizitos;;false;0;;;2025-10-25T13:08:25.034;2025-10-25T13:08:25.034
XowS8OsvQ0oCFxSJDNzz;Soda V;;false;0;;;2025-01-14T01:40:09.076;2025-01-14T01:40:09.076
Y410ijlbyvxlxwCON8Dk;Stella Artois;;false;0;;;2024-12-31T01:57:56.524;2024-12-31T01:57:56.525
YAAvcsyu99t29qQQSHPZ;Pomarola;;false;0;;;2025-10-25T13:09:32.157;2025-10-25T13:09:32.157
YGLxS6BYwjNhj45RvsRV;Cruz de Motupe;;false;0;;;2025-10-25T13:08:32.834;2025-10-25T13:08:32.834
YOSoIzf3PiYMomwKM2ar;Glacitas;;false;0;;;2025-01-14T01:40:20.667;2025-01-14T01:40:20.667
YTRSe6FCqyg4s2ryZvUB;Ajinomen;;false;0;;;2025-10-25T01:01:05.150;2025-10-25T01:01:05.150
YWK2u60PnGzK4UHZz4C0;Royal;;false;0;;;2025-10-25T13:09:39.346;2025-10-25T13:09:39.346
YWozCaPfhW0UZt7HsVZF;Moncler;;false;0;;;2025-10-25T13:09:14.050;2025-10-25T13:09:14.050
Yn80CmUTmJFmzHH5LPUk;Seven Up;;false;0;;;2025-10-25T13:09:47.044;2025-10-25T13:09:47.045
ZN0ueFZrpHS7F3MPvviw;Choco Bum;;false;0;;;2025-01-14T01:41:28.119;2025-10-25T01:38:58.550
ZVwui2kXm6CXQY4WG93D;Clorox;;false;0;;;2025-10-25T13:08:28.640;2025-10-25T13:08:28.640
ZnbliHlqEnG0Kft5bZiQ;Suavitel;;false;0;;;2025-10-25T13:09:51.140;2025-10-25T13:09:51.140
ZvhuLYQJWBpCOhvN1tJX;Elite;;false;0;;;2025-10-25T13:08:41.907;2025-10-25T13:08:41.907
a7mjjekuCTGQASfTokrv;Fochis;;false;0;;;2025-10-25T13:08:45.940;2025-10-25T13:08:45.940
aHKrlvGSeqVxIdeFAx9w;Milenium;;false;0;;;2025-10-25T13:09:10.947;2025-10-25T13:09:10.947
aNEVz1H6wClcXnuyT2uQ;Uhu;;false;0;;;2025-10-25T13:09:58.101;2025-10-25T13:09:58.101
aRbIIZB1hscfnG7tQWSN;La Llama;;false;0;;;2025-10-25T13:09:01.374;2025-10-25T13:09:01.374
aXcOfCQOzs2OxV3BsTTB;Faber-castell;;false;0;;;2025-10-25T13:08:44.442;2025-10-25T13:08:44.442
bMbDxdB9RzHFKwiInRv9;Mc Colin's;;false;0;;;2025-10-25T13:09:08.419;2025-10-25T13:09:08.419
bPNUnfvUDEf8QOg439B2;Ajinomoto;;false;0;;;2025-10-25T13:08:05.217;2025-10-25T13:08:05.217
bcxyl6q5wgKOJy42Eh4w;Combos;;false;0;;;2025-10-25T13:08:30.651;2025-10-25T13:08:30.651
bmU0TkRxlrRwrjzkiBrA;Emperatriz;;false;0;;;2025-10-25T13:08:42.434;2025-10-25T13:08:42.435
cAoNMLHt7NJnaoPrvGEf;San Cartlos;;false;0;;;2025-10-25T13:09:41.417;2025-10-25T13:09:41.417
cBkW2cONVU2YCpHYnK92;Paracas;;false;0;;;2025-10-25T13:09:27.006;2025-10-25T13:09:27.006
cEpsg40od5lMs1o2td8H;Poett;;false;0;;;2025-10-25T13:09:31.631;2025-10-25T13:09:31.631
cogZZY4zF7qOqUwnIrWk;Nivea;;false;0;;;2025-10-25T13:09:19.187;2025-10-25T13:09:19.187
dQfPejf30DrL5R1ijz4w;Mentos;;false;0;;;2025-10-25T13:09:10.437;2025-10-25T13:09:10.437
dUVzGWPOwnLOAB8LXhES;Scott;;false;0;;;2025-10-25T13:09:45.502;2025-10-25T13:09:45.502
dZuVUYDhHrjgRBTrwIDY;Liber;;false;0;;;2025-10-25T13:09:04.392;2025-10-25T13:09:04.392
dp1IW1rFH8xfkhvhR5o2;San Martin;;false;0;;;2025-10-25T13:09:42.445;2025-10-25T13:09:42.445
dsXC6Ofe7Id0ACvcEwGr;Bon o Bon;;false;0;;;2025-10-25T13:08:17.284;2025-10-25T13:08:17.284
e2JFh6y7vfPmfY3Ji8X0;Hepabionta;;false;0;;;2025-10-25T13:08:54.934;2025-10-25T13:08:54.934
eH50KrTzJJxddg1vYYmc;Pura Vida;;false;0;;;2025-01-13T18:38:58.979;2025-01-13T18:38:58.980
eLpLNgwcuDU6clJ1Gh0X;Laive;;false;0;;;2025-10-25T13:09:02.868;2025-10-25T13:09:02.868
fAVqrnqkPA1d0r7dE7Bn;Kolynos;;false;0;;;2025-10-25T13:08:59.851;2025-10-25T13:08:59.852
fgdWEPtaEZRCwBW8iRju;Cocinero;;false;0;;;2025-01-14T01:33:48.305;2025-01-14T01:33:48.305
